t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224,t225,t226,t227,t228,t229,t230,t231,t232,t233,t234,t235,t236,t237,t238,t239,t240,t241,t242,t243,t244,t245,t246,t247,t248,t249,t250,t251,t252,t253,t254,t255,t256,t257,t258,t259,t260,t261,t262,t263,t264,t265,t266,t267,t268,t269,t270,t271,t272,t273,t274,t275,t276,t277,t278,t279,t280,t281,t282,t283,t284,t285,t286,t287,t288,t289,t290,t291,t292,t293,t294,t295,t296,t297,t298,t299,t300,t301,t302,t303,t304,t305,t306,t307,t308,t309,t310,t311,t312,t313,t314,t315,t316,t317,t318,t319,t320,t321,t322,t323,t324,t325,t326,t327,t328,t329,t330,t331,t332,t333,t334,t335,t336,t337,t338,t339,t340,t341,t342,t343,t344,t345,t346,t347,t348,t349,t350,t351,t352,t353,t354,t355,t356,t357,t358,t359,t360,t361,t362,t363,t364,t365,t366,t367,t368,t369,t370,t371,t372,t373,t374,t375,t376,t377,t378,t379,t380,t381,t382,t383,t384,t385,t386,t387,t388,t389,t390,t391,t392,t393,t394,t395,t396,t397,t398,t399,t400,t401,t402,t403,t404,t405,t406,t407,t408,t409,t410
3.7519927,3.775676,3.782109,3.778638,3.787439,3.7692268,3.7893567,3.7861867,3.7680209,3.8046746,3.793747,3.7890327,3.7950385,3.7975335,3.7930796,3.7833464,3.832029,3.8294737,3.8209152,3.8333952,3.8245895,3.8095834,3.811962,3.812101,3.8313794,3.813748,3.8463504,3.8273823,3.8479679,3.8437307,3.8428931,3.8565314,3.8383462,3.8452597,3.8475342,3.848297,3.8737876,3.8649144,3.8597913,3.8592784,3.8543146,3.8641114,3.8481061,3.8671474,3.868777,3.8638692,3.878412,3.863104,3.8757951,3.8646915,3.8425517,3.84183,3.8480086,3.8148203,3.7804017,3.7627568,3.7314558,3.7034996,3.6778128,3.6495512,3.628923,3.611367,3.5809112,3.5581496,3.4945781,3.473269,3.4602997,3.4637601,3.4514863,3.429516,3.3936787,3.3903372,3.3372138,3.327093,3.326573,3.3063731,3.2991786,3.2913413,3.2522438,3.2658513,3.2562568,3.236149,3.2053664,3.2121894,3.2091618,3.21254,3.1866052,3.192339,3.1907806,3.1917033,3.1881666,3.1969445,3.1907103,3.1763651,3.198564,3.1892254,3.2067916,3.1968696,3.2139068,3.2112145,3.2048113,3.2040858,3.215064,3.2151375,3.2160065,3.2462842,3.245284,3.2409296,3.2706835,3.2600303,3.257499,3.2584827,3.263176,3.263247,3.278392,3.3140798,3.3156662,3.3087316,3.3196604,3.3093286,3.3128934,3.3129926,3.3110762,3.329999,3.3009276,3.530719,3.5187428,3.559992,3.5616283,3.5584517,3.5579455,3.5800083,3.584527,3.5739105,3.5731523,3.5799696,3.5927858,3.6099293,3.6336577,3.6267364,3.6252868,3.634004,3.645419,3.642635,3.6514301,3.6458669,3.6498556,3.6400204,3.6482875,3.6640964,3.6302986,3.65763,3.645159,3.6808465,3.636726,3.6573365,3.652736,3.6641488,3.6566303,3.6507084,3.6561003,3.6743495,3.6872041,3.6704724,3.693348,3.6793664,3.7008302,3.6918824,3.6753476,3.6729944,3.6973631,3.6888204,3.6858068,3.6845746,3.6805947,3.660554,3.6750543,3.6752405,3.6576083,3.6402197,3.6572826,3.640203,3.6494389,3.643762,3.639729,3.641566,3.654401,3.641881,3.6390493,3.637595,3.6406229,3.6292093,3.6180844,3.631419,3.642342,3.6209996,3.6322029,3.6265843,3.6297235,3.6285162,3.6066663,3.6074927,3.6093535,3.6139078,3.614018,3.5890238,3.6109653,3.6123645,3.6288295,3.6101432,3.6011572,3.6049721,3.594713,3.5834851,3.5743299,3.5920887,3.5689292,3.5879107,3.5694573,3.574737,3.5538955,3.5602038,3.5674431,3.5582862,3.5415847,3.5271888,3.5537388,3.5283804,3.5384614,3.542106,3.5356915,3.5423112,3.526624,3.5275226,3.5313344,3.542461,3.525283,3.5307074,3.509302,3.523366,3.5204508,3.5227103,3.5279195,3.5313044,3.530417,3.5216799,3.512048,3.5340848,3.5250516,3.5308666,3.510256,3.516672,3.5254483,3.5217748,3.5199146,3.498249,3.5270407,3.53422,3.5071445,3.525497,3.5317714,3.5176916,3.5181355,3.5315912,3.5207183,3.5230932,3.5159376,3.5208993,3.5048804,3.5157564,3.520599,3.5317993,3.5392997,3.5237787,3.544468,3.5320137,3.537855,3.5423586,3.564203,3.553437,3.5343652,3.5657313,3.5483902,3.537763,3.5697505,3.5744455,3.5637357,3.5778837,3.573932,3.5891585,3.578656,3.580622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6370287,3.6386998,3.6274786,3.635794,3.6268525,3.6093996,3.618896,3.6074939,3.5962677,3.6077995,3.5949996,3.6025753,3.606073,3.595027,3.6067567,3.595074,3.6087744,3.6015944,3.6088836,3.6176004,3.6379342,3.6067705,3.637083,3.6291554,3.6369328,3.649786,3.663255,3.6847398,3.6555889,3.6842248,3.6625292,3.664368,3.685028,3.6905894,3.7079823,3.6889303,3.7029214,3.6959972,3.713951,3.720465,3.7030613,3.7071183,3.7170546,3.730457,3.7297368,3.7374737,3.7275877,3.741391,3.730513,3.7284806,3.7099526,3.699973,3.6707535,3.6474311,3.655313,3.638654,3.6132376,3.5814776,3.5606644,3.5197155,3.5198824,3.491443,3.452381,3.4478767,3.4115117,3.3719065,3.363353,3.3353436,3.3443499,3.3201516,3.3151662,3.299567,3.27567,3.264997,3.2487376,3.2391777,3.232113,3.200414,3.2026,3.2024217,3.1843135,3.1828585,3.1784968,3.1569748,3.153251,3.1609828,3.1395364,3.1532145,3.1394336,3.1470091,3.1520808,3.1647096,3.165183,3.1553555,3.1372895,3.1428063,3.1382601,3.138895,3.1385696,3.119007,3.179467,3.5006053,3.3518806,3.44516,3.416699,3.4139946,3.4364555,3.4607751,3.4532146,3.457407,3.4691799,3.4830327,3.4942317,3.5093033,3.529376,3.550538,3.5270433,3.54849,3.547854,3.551135,3.5700855,3.5553815,3.5759256,3.580072,3.5808399,3.5899806,3.5756638,3.6038427,3.6122882,3.5948505,3.5978649,3.6031392,3.6069195,3.6105266,3.608968,3.6275988,3.6256135,3.641455,3.6409435,3.6583867,3.6612852,3.6932478,3.6451378,3.6287274,3.666411,3.6809797,3.6916218,3.6967566,3.6675944,3.697276,3.688202,3.700198,3.6968744,3.702374,3.706831,3.6864228,3.691588,3.7112367,3.702483,3.696819,3.6991675,3.6992006,3.682612,3.7243218,3.708912,3.7068748,3.6957927,3.720358,3.723866,3.7088082,3.7249782,3.7166867,3.7077665,3.7164845,3.7130325,3.697148,3.7072666,3.7248201,3.7092278,3.7047482,3.719251,3.7078638,3.699985,3.7096963,3.7126276,3.6894162,3.7094083,3.7173948,3.7131252,3.7023284,3.7164807,3.715216,3.717589,3.721633,3.714332,3.7159092,3.7383523,3.7205932,3.7094953,3.710894,3.729342,3.7315834,3.7177048,3.7312794,3.72439,3.724749,3.728948,3.7317157,3.74702,3.7194529,3.7307827,3.7206519,3.7280207,3.7321956,3.7417579,3.738983,3.7158096,3.7342377,3.7313085,3.7318685,3.7481055,3.7179503,3.7250361,3.732379,3.7471607,3.7601075,3.7404826,3.7319763,3.7523024,3.7504575,3.751529,3.7518437,3.737374,3.744481,3.7597322,3.750666,3.760773,3.7633023,3.7576506,3.7479765,3.756352,3.774018,3.768941,3.762744,3.783775,3.7684271,3.7694852,3.7762527,3.7741845,3.7708704,3.7766542,3.7684681,3.7728143,3.775492,3.7692275,3.7791944,3.7763295,3.776252,3.7845373,3.7759204,3.8192084,3.8305857,3.7902749,3.783187,3.7853558,3.8039856,3.7948349,3.797984,3.8150673,3.8085988,3.8016245,3.8043973,3.8097064,3.813871,3.8132205,3.8006237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0258913,3.025056,3.0236375,3.037488,3.0458171,3.0493352,3.042332,3.065149,3.0586984,3.069155,3.0495317,3.0780232,3.0647848,3.0674295,3.0827732,3.0829515,3.094821,3.103121,3.1051319,3.1029181,3.1052651,3.1264813,3.1157415,3.1220937,3.1426055,3.1287918,3.116845,3.1365345,3.145516,3.162645,3.142703,3.1590514,3.1622074,3.1648917,3.1541657,3.1586394,3.1762757,3.1726356,3.1773405,3.179092,3.1755362,3.1717172,3.18286,3.1691763,3.1944077,3.1858335,3.1936522,3.1857893,3.1934605,3.1914716,3.1613908,3.1707566,3.1456954,3.1313863,3.0959394,3.0616422,3.0330088,3.0011816,2.9733768,2.9550283,2.9565217,2.8856916,2.875795,2.8619163,3.0850432,2.3912363,2.2764032,3.2488716,3.1915271,3.1953416,3.2125063,3.2287216,3.2268627,3.274413,3.2731118,3.283093,3.28634,3.2869937,3.2905972,3.2963898,3.2717416,3.2749457,3.288963,3.2736275,3.2899485,3.2669742,3.258031,3.2558985,3.257252,3.269166,3.2794096,3.2721272,3.277168,3.272225,3.2855637,3.28215,3.278229,3.2865567,3.2943552,3.304032,3.3031743,3.2946455,3.310508,3.313872,3.3082516,3.3186154,3.3044775,3.3097632,3.315739,3.3217447,3.31326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6830053,3.694945,3.7128167,3.7081993,3.7020323,3.7016778,3.6853888,3.7028027,3.7015865,3.7043276,3.695874,3.7058086,3.7019491,3.700599,3.7027342,3.6998641,3.6973596,3.702591,3.719018,3.711615,3.715869,3.7180912,3.7226002,3.724906,3.7313437,3.7288604,3.7400277,3.7188892,3.7276416,3.732759,3.7442575,3.7433577,3.7439122,3.7463083,3.7625017,3.7474816,3.7706075,3.7637103,3.7747717,3.7807038,3.7705057,3.7765555,3.7676063,3.7850356,3.7902255,3.7766683,3.791929,3.7681751,3.7968106,3.8026261,3.7852027,3.7809656,3.7531888,3.741506,3.7453892,3.7133093,3.6843262,3.66182,3.643212,3.6354291,3.602008,3.5808547,3.5694466,3.553531,3.5434551,3.5256357,3.5031137,3.489019,3.482427,3.4383228,3.3946862,3.395316,3.3953114,3.3811054,3.3555098,3.3685977,3.3608174,3.3382518,3.3463387,3.3410969,3.3445058,3.3315797,3.3152807,3.3251219,3.342031,3.3189366,3.3118927,3.3199012,3.3158472,3.3152783,3.3375123,3.3350337,3.31369,3.342115,3.3271465,3.3455503,3.3464317,3.3471637,3.3628428,3.3641386,3.3651123,3.3757606,3.3737276,3.3791902,3.3898218,3.407258,3.406956,3.415377,3.430315,3.4502482,3.454336,3.4822843,3.48074,3.4907587,3.504902,3.49311,3.510759,3.549908,3.5779939,3.5916138,3.5897598,3.6050131,3.600376,3.6123128,3.6145704,3.6234825,3.6276667,3.6318123,3.6496742,3.6765673,3.6833863,3.682647,3.6919568,3.6949809,3.7106993,3.7249072,3.711292,3.7106059,3.7008452,3.7029448,3.6903198,3.707188,3.7103717,3.710262,3.7178104,3.6925867,3.7787488,3.8108122,3.7781682,3.7789683,3.7515373,3.7400508,3.7455163,3.7516081,3.761273,3.7533097,3.7646325,3.7645075,3.7691782,3.7707448,3.770923,3.769164,3.7630954,3.7589312,3.765409,3.7624977,3.7631114,3.767102,3.7822452,3.7487738,3.7662208,3.7791278,3.7735965,3.7639651,3.7782416,3.7844462,3.7770977,3.7773602,3.7744606,3.792075,3.8022578,3.7984128,3.7935886,3.782125,3.8083348,3.8135471,3.8152838,3.811614,3.801753,3.8108358,3.8352747,3.814673,3.8238904,3.851965,3.8340309,3.8502383,3.836736,3.8452199,3.8306832,3.8224182,3.8401468,3.854732,3.8397655,3.838315,3.8079908,3.8332222,3.843524,3.8178477,3.832517,3.8299706,3.8262353,3.8414602,3.8405242,3.8271916,3.814581,3.8200805,3.813119,3.8230746,3.8131905,3.813725,3.824157,3.8157742,3.8134785,3.8042796,3.8056793,3.8005676,3.8094852,3.801855,3.800398,3.8046796,3.8073885,3.7884748,3.808506,3.7989786,3.777189,3.790784,3.778862,3.7731593,3.7814138,3.7697046,3.7784424,3.7750933,3.7830975,3.7840617,3.7801847,3.767243,3.7632692,3.766864,3.7520404,3.7680252,3.7584116,3.7642865,3.7368052,3.7540903,3.7577953,3.7585273,3.7558315,3.7444406,3.7405145,3.747094,3.7486115,3.744985,3.7407527,3.7407994,3.7462263,3.7449222,3.7246459,3.7309027,3.7502825,3.7354693,3.7309923,3.746616,3.7283995,3.735813,3.7241645,3.7381794,3.7487435,3.7262566,3.7466993,3.7209237,3.7213926,3.714755,3.7261016,3.7310958,3.7365198,3.740845,3.719102,3.7278097,3.7247803,3.7416315,3.7403343,3.7375083,3.7406044,3.7415137,3.7441514,3.7559254,3.747214,3.7359228,3.7341816,3.7337704,3.751472,3.7421,,,,,,,,,,,,,,,,,,,,,,
3.7465231,3.7574291,3.7470386,3.7660646,3.7571583,3.7571816,3.7645662,3.7550852,3.7542343,3.762421,3.758516,3.7466033,3.7643301,3.7806406,3.7658641,3.783411,3.786048,3.7858953,3.7857277,3.7894835,3.8019288,3.792222,3.8116295,3.8174667,3.8258338,3.8302853,3.8550456,3.8445656,3.856395,3.8766224,3.8581839,3.8591812,3.8700414,3.867234,3.8699408,3.889659,3.8753896,3.8857303,3.8820577,3.8774304,3.8813367,3.9028494,3.888043,3.8892727,3.8849216,3.886214,3.8914726,3.8972206,3.8920133,3.8753338,3.889961,3.8858593,3.8751073,3.845387,3.822741,3.8071952,3.7716818,3.7605371,3.7163076,3.7076876,3.671763,3.6424096,3.6276526,3.6099665,3.5997565,3.580635,3.5502193,3.5221767,3.4931097,3.501714,3.496187,3.4714878,3.4537504,3.4368892,3.4332495,3.4067023,3.4055572,3.406671,3.379266,3.3674095,3.3682141,3.3596063,3.3587158,3.357216,3.3302028,3.3518286,3.346129,3.3414576,3.359414,3.35954,3.3434358,3.3393326,3.3362663,3.337953,3.353991,3.34406,3.362559,3.3558917,3.3946977,3.3698473,3.406497,3.4060824,3.4216585,3.4168952,3.4267478,3.4288285,3.4319415,3.4417734,3.457247,3.463649,3.4653332,3.4869924,3.4670632,3.4922698,3.5173864,3.510485,3.5184977,3.522269,3.5409977,3.5392156,3.5519135,3.5665352,3.5659983,3.5696182,3.5801516,3.6040082,3.5753465,3.605039,3.6094494,3.607331,3.5822659,3.6024356,3.8207166,3.764097,3.8103168,3.7756429,3.778332,3.7780998,3.7822807,3.782807,3.79436,3.7928777,3.7985022,3.7879944,3.8071706,3.8047214,3.8083444,3.819384,3.7968652,3.8241656,3.8263214,3.819934,3.857385,3.8415704,3.8360367,3.8502917,3.8440251,3.835285,3.8458982,3.8734608,3.8533251,3.8744612,3.8561296,3.863874,3.8593926,3.8682547,3.8817997,3.8672905,3.862409,3.863798,3.8655796,3.8669834,3.8808315,3.8953297,3.876645,3.8853416,3.9122195,3.8992596,3.8978646,3.9335177,3.9108248,3.8970697,3.9076333,3.9128828,3.919075,3.9026382,3.9158099,3.9027169,3.9294345,3.9161658,3.931425,3.9243367,3.9134283,3.921481,3.9171355,3.9135308,3.9154391,3.9186432,3.9153738,3.9118445,3.914306,3.9166641,3.9141958,3.925004,3.9155176,3.9079688,3.9148972,3.922724,3.9130473,3.9202168,3.906425,3.9235163,3.9125526,3.9013278,3.90787,3.899936,3.9067495,3.9066012,3.893411,3.893862,3.8915238,3.9019592,3.8879347,3.8923535,3.8870196,3.8960836,3.8794296,3.890276,3.8826373,3.8974583,3.907032,3.8877518,3.8874993,3.898488,3.8879342,3.8940945,3.8905168,3.8808613,3.8876998,3.896903,3.9300747,3.9030252,3.8807297,3.8737926,3.8602061,3.8818076,3.8787487,3.870135,3.8917859,3.8886619,3.8809752,3.885353,3.8835733,3.8834944,3.8952448,3.8770888,3.874927,3.881402,3.8767407,3.8814201,3.8818715,3.8805544,3.8986976,3.8783162,3.9092116,3.8819416,3.8855507,3.8890557,3.8962286,3.8938246,3.9096463,3.9009573,3.9010894,3.918411,3.939884,3.9219499,3.935807,3.923469,3.9350252,3.9467907,3.9447243,3.9410203,3.9410155,3.9464505,3.9538496,3.9492495,3.9680927,3.9627466,3.9626987,3.952057,3.963759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7988443,3.7846777,3.8008153,3.7984526,3.818731,3.7947297,3.810895,3.8213165,3.7986932,3.831023,3.8168051,3.8155801,3.8416166,3.8216596,3.803687,3.804466,3.814534,3.8150396,3.8132038,3.813436,3.8113327,3.817031,3.8153944,3.803478,3.79558,3.8087788,3.8117216,3.8090765,3.7968698,3.80495,3.8054209,3.795792,3.7992785,3.8017082,3.7973359,3.7914708,3.801677,3.8055074,3.800695,3.7938178,3.8017588,3.785093,3.7798834,3.7819889,3.7796614,3.7705507,3.8004436,3.7802517,3.7758248,3.7804544,3.759736,3.7507038,3.727434,3.727465,3.6782384,3.6582434,3.6346765,3.584023,3.5855613,3.5358377,3.5258021,3.5171175,3.4784522,3.4255028,3.4201782,3.3910987,3.358605,3.33365,3.3113217,3.282487,3.265625,3.2509806,3.2194877,3.2268493,3.213408,3.2042062,3.1859078,3.1665697,3.1512275,3.11283,3.1256218,3.0982041,3.1036086,3.0944164,3.055756,3.0564976,3.0460978,3.0371828,3.0432332,3.0098078,3.0164182,3.0209444,3.0285158,3.036978,3.0221517,3.0259616,2.9962292,3.0375588,3.0195663,3.029657,3.0245955,3.0270493,3.0360537,3.039069,3.0487301,3.049832,3.0470152,3.0617752,3.0781367,3.1060877,3.0962167,3.10859,3.1073623,3.1223018,3.118402,3.1522646,3.1479166,3.1558032,3.161638,3.159818,3.1620526,3.187328,3.1914814,3.2187924,3.235061,3.2312045,3.2475476,3.2684085,3.2696962,3.2775424,3.2746756,3.3346243,3.3373964,3.329398,3.3637924,3.3615966,3.3837705,3.3553095,3.3508816,3.3951683,3.392354,3.3622634,3.3681245,3.36666,3.4260342,3.3905866,3.362467,3.4169338,2.5997293,3.599317,3.5626273,3.6688883,3.5822318,3.6209667,3.6033854,3.6120715,3.620184,3.6278822,3.6335552,3.6256745,3.6252828,3.6196563,3.6280575,3.6270037,3.6513245,3.62997,3.65036,3.6573663,3.664686,3.6681952,3.6770988,3.6713498,3.6785674,3.677046,3.6796312,3.6770322,3.67941,3.6938295,3.6933293,3.6914196,3.6786628,3.6983414,3.687639,3.6818953,3.719091,3.6938183,3.6983676,3.7146463,3.7229893,3.7000618,3.710454,3.7005417,3.7112944,3.7292404,3.728479,3.7270398,3.7039473,3.7576866,3.7349844,3.7397847,3.730663,3.699148,3.7342012,3.730466,3.7085369,3.7355876,3.7300477,3.7373374,3.712761,3.7179174,3.7341301,3.717064,3.7252533,3.715561,3.706146,3.711883,3.7108612,3.714601,3.7112591,3.7218435,3.7133927,3.708783,3.7176037,3.710073,3.7125607,3.7054222,3.710131,3.7172956,3.7418416,3.7224207,3.715236,3.6994257,3.7016087,3.7078671,3.6967063,3.705788,3.6945345,3.706792,3.7042031,3.703943,3.7106144,3.706277,3.695365,3.7021708,3.6849082,3.6998708,3.691253,3.7022834,3.701516,3.688187,3.69496,3.6882727,3.6943836,3.693692,3.6845345,3.6963708,3.7048545,3.6931343,3.6875212,3.6843295,3.680134,3.6900601,3.6789048,3.6730118,3.7057383,3.6862645,3.6900432,3.6956322,3.693872,3.7031567,3.7101932,3.7267947,3.701446,3.7108521,3.7269566,3.721605,3.7350016,3.7353654,3.7325933,3.7380948,3.7223482,3.729445,3.740283,3.7335296,3.747044,3.7516587,3.757398,3.7765932,3.75223,3.7654006,3.7825506,3.780102,3.7845588,3.770872,3.7989535,3.8053823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.685189,3.706709,3.6883845,3.7077112,3.6817162,3.7183785,3.7079563,3.7181063,3.6922936,3.7392907,3.7360544,3.7231524,3.7139595,3.7112281,3.737703,3.73489,3.7397997,3.7510324,3.7311747,3.7324834,3.755962,3.7476974,3.738639,3.7404218,3.7424304,3.7414603,3.7380376,3.7336917,3.7361457,3.7330832,3.7361772,3.7260382,3.7357662,3.7365088,3.738725,3.7360787,3.74515,3.7333164,3.7376018,3.741809,3.7331839,3.742743,3.7454422,3.7313778,3.7253,3.7325704,3.7327707,3.7280278,3.7170212,3.6968756,3.6737874,3.6589262,3.644087,3.6352954,3.59492,3.5821447,3.5395975,3.5324776,3.4791794,3.4706025,3.4533734,3.4378436,3.422654,3.3726115,3.3449097,3.3207939,3.3343232,3.310682,3.2986197,3.269004,3.2387264,3.2334075,3.2299342,3.2313209,3.2119691,3.1993272,3.21617,3.1943715,3.1811535,3.1933582,3.1771445,3.1819293,3.1855335,3.1732702,3.1730666,3.184491,3.1647294,3.1713166,3.1692483,3.176439,3.1622908,3.1742039,3.1812127,3.1812885,3.1742811,3.1757698,3.206011,3.1867507,3.18753,3.1943047,3.202521,3.225793,3.2394812,3.2321908,3.2535233,3.270781,3.2960885,3.2965672,3.3069677,3.313779,3.3238769,3.3170247,3.323892,3.329421,3.3402183,3.347695,3.3508694,3.3534956,3.3541563,3.3574944,3.4010067,3.3983667,3.404308,3.4035513,3.4188144,3.4359255,3.4093153,3.4360967,3.4339564,3.4348757,3.4307277,3.4336607,3.4707136,3.4609473,3.4689047,3.4726276,3.4845953,3.466773,3.4811206,3.4823883,3.4936278,3.4858427,3.498945,3.4938977,3.5041764,3.5187504,3.5134704,3.52057,3.5276973,3.5392954,3.5269535,3.514105,3.5536857,3.5355082,3.5571167,3.5322416,3.5460618,3.5502808,3.5478644,3.5685356,3.549881,3.5568116,3.5621047,3.5747864,3.570368,3.562987,3.5513227,3.5607464,3.5790827,3.569929,3.5807607,3.5593786,3.5698297,3.5798357,3.568908,3.5900693,3.5557723,3.582117,3.5825315,3.5782928,3.5728893,3.5850756,3.5813193,3.57601,3.5863726,3.5699463,3.5924516,3.5956607,3.597607,3.6005719,3.5985875,3.6041987,3.6125507,3.5788066,3.5939825,3.6132627,3.5996094,3.614604,3.6011512,3.6399038,3.6324632,3.6074777,3.601972,3.6491222,3.6312215,3.6206892,3.625888,3.5920265,3.619194,3.5986388,3.6094964,3.5800016,3.6343224,3.639295,3.6438987,3.656058,3.6561189,3.657885,3.655789,3.6817992,3.6783981,3.6860683,3.672124,3.6676056,3.6583247,3.6542125,3.6615672,3.6552403,3.6545982,3.6564832,3.668983,3.6479888,3.6588593,3.6689541,3.6644225,3.667567,3.6715739,3.668233,3.659131,3.6697528,3.684452,3.6760619,3.6685069,3.6733282,3.6799867,3.6838014,3.6662517,3.6837335,3.690226,3.6916869,3.712782,3.6942294,3.709203,3.7029905,3.721301,3.7084882,3.706401,3.728116,3.7166302,3.757405,3.7299767,3.7360256,3.7365084,3.708208,3.7580261,3.7614188,3.765157,3.765555,3.7637403,3.7639177,3.7462664,3.7541208,3.7521074,3.75656,3.7717607,3.7742581,3.757999,3.7609103,3.7637653,3.7479823,3.75266,3.764367,3.7649975,3.7465103,3.7659295,3.7789648,3.7630978,3.7515328,3.7588353,3.757324,3.7644327,3.7671728,3.7654285,3.7572715,3.7575963,3.7611604,3.742664,3.7599964,3.7552395,3.7572641,3.7503133,3.741551,3.7252386,3.7478437,3.7228403,3.7297072,3.725007,3.7146752,3.729909,3.7162883,3.700433,3.7108674,3.704914,3.7106144,3.691165,3.6800864,3.68058,3.6802146,3.6730072,3.6815078,3.658883,3.6792016,3.6832395,3.6615489
3.6495998,3.6472085,3.6656466,3.6504793,3.6593556,3.678663,3.6482208,3.6650317,3.650767,3.6595526,3.6770587,3.6653967,3.6697648,3.6799338,3.653953,3.6839416,3.6828053,3.6974494,3.6844406,3.6893818,3.6850588,3.6986024,3.7123637,3.7114823,3.7161558,3.7196803,3.7331202,3.7245774,3.7271886,3.7255855,3.7235281,3.7270834,3.6987827,3.7317424,3.7223575,3.7317564,3.7201543,3.7230077,3.7253501,3.7335007,3.7251346,3.7311363,3.7365837,3.7270613,3.7304046,3.7341547,3.7442062,3.706239,3.7282393,3.719095,3.7102993,3.6981955,3.6979737,3.6802557,3.6497543,3.635694,3.5890489,3.5951974,3.5516036,3.540659,3.5080163,3.483389,3.460878,3.4602604,3.4175694,3.419679,3.3768783,3.3560243,3.3481886,3.332419,3.312186,3.297973,3.2845445,3.2757,3.272398,3.2779603,3.256364,3.2542133,3.240736,3.243117,3.2184713,3.22652,3.194544,3.2128098,3.200914,3.191246,3.1891859,3.1989458,3.193802,3.208596,3.1745906,3.2077703,3.1888955,3.2412415,3.237993,3.2217338,3.24013,3.2328506,3.2582746,3.2556806,3.2569675,3.277239,3.2662196,3.2605588,3.269953,3.2696407,3.3126528,3.3042736,3.3254573,3.3245573,3.3252673,3.3334289,3.3348215,3.3393989,3.3502874,3.3626194,3.3726165,3.3891292,3.4009068,3.4102178,3.4169219,3.4010303,3.4076858,3.4081538,3.3800974,3.393052,3.4016733,3.3948417,3.4057841,3.518101,3.5773332,3.5303817,3.5866654,3.640927,3.530939,3.5393727,3.5346835,3.5289645,3.5364447,3.541466,3.5555415,3.5409615,3.5657208,3.584064,3.5861192,3.5924513,3.5878463,3.5933201,3.5805705,3.5821114,3.5916812,3.5817678,3.589039,3.5815163,3.5875416,3.599892,3.6037967,3.6020963,3.617349,3.6078012,3.616122,3.6142204,3.630924,3.6100829,3.6286373,3.6180708,3.6324496,3.6260436,3.6369596,3.63364,3.6377983,3.6307871,3.635393,3.6433492,3.649968,3.6303434,3.6313007,3.645004,3.645071,3.618185,3.6357777,3.6275778,3.6425014,3.638025,3.6219718,3.643743,3.6426697,3.6302059,3.6309967,3.6339676,3.6439447,3.6199718,3.672692,3.706791,3.6372356,3.6434352,3.6366315,3.6259258,3.6315386,3.6327162,3.629181,3.6446583,3.6304643,3.6450422,3.6368566,3.6374106,3.615751,3.6190765,3.639728,3.6137033,3.5975976,3.6059043,3.6196747,3.593468,3.5881293,3.5874772,3.5885987,3.603217,3.5930483,3.5880823,3.586435,3.5946214,3.579504,3.5870357,3.5959978,3.5754523,3.5645037,3.5629427,3.562276,3.595116,3.5895152,3.563548,3.5512447,3.5708578,3.5569024,3.559642,3.5516772,3.5539978,3.5495737,3.5449774,3.5478728,3.5307467,3.5444608,3.5423167,3.5586884,3.5571895,3.5517716,3.5400443,3.5436769,3.5589216,3.55445,3.5415225,3.539925,3.5650506,3.5569048,3.5610516,3.5583062,3.553371,3.5456722,3.5691524,3.5493102,3.5658846,3.5655413,3.559304,3.5758803,3.5592566,3.574206,3.5747252,3.5553098,3.5761495,3.573373,3.570945,3.5688846,3.5683978,3.5749876,3.574882,3.573944,3.5713375,3.5776591,3.5913239,3.591037,3.5905824,3.602634,3.597963,3.572973,3.5771995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
