Control - E1,Control - E2,Control - E3
3.47395495,3.5865910833333334,3.7791198
3.48041515,3.5945994166666666,3.7807834928571427
3.4692652749999997,3.6398620250000002,3.76111482
3.4710512500000004,3.6513068,3.76520835
3.47555455,3.6467199499999996,3.76056275
3.4828419999999998,3.6067813500000003,3.7167312
3.473115825,3.629144275,3.712610475
3.4677810000000004,3.6209955750000002,3.7240144375
3.476611125,3.6126921750000003,3.7173568
3.4653042249999997,3.605879925,3.7234346
3.4866050250000002,3.601113975,3.723731
3.48518975,3.61280055,3.7148175750000005
3.494602875,3.60410395,3.7201749875
3.5178401,3.5772658,3.7311985
3.5057404,3.5935638250000004,3.71677545
3.5019482,3.5928181500000003,3.7273302
3.516219525,3.57695475,3.0300690500000003
3.507708725,3.5752848,3.041832425
3.51583955,3.567221525,3.022687975
3.5063193999999998,3.565339025,2.9964988
3.499569875,3.5664702249999998,2.68059215
3.508499275,3.57787035,2.68017815
3.5169605500000003,3.5549050749999997,2.679482
3.5170081,3.57068145,2.70722415
3.51622275,3.5582997,2.68092345
3.524663575,3.5562218999999997,2.70731005
3.50478955,3.5777777000000004,2.711261
3.5176746249999997,3.57344065,2.68775165
3.51904415,3.562474825,2.7262088
3.52568295,3.583223825,2.7255819
3.5305603249999997,3.5709016499999997,2.72999275
3.509602,3.55444575,2.7347261
3.4863695999999997,3.5541949749999997,2.7435687
3.5068987500000004,3.563539675,2.75353465
3.495627125,3.5650293,2.75946975
3.4960352500000003,3.5480894249999997,2.7625168
3.5003338,3.55639695,2.77268685
3.503431475,3.5709679,2.7745641
3.508371725,3.56048395,2.77973485
3.5281324749999996,3.546777025,2.78316725
3.5214311,3.544012525,2.77060175
3.532025625,3.5646601249999996,2.7858974
3.5262564999999997,3.546371225,2.78825
3.533372,3.5408445,2.7945182
3.534365125,3.553708025,2.7792703000000003
3.53102265,3.5574721,2.790509
3.543192925,3.0965367500000003,2.785545
3.5518038,3.09126115,2.81442345
3.53950855,3.1038779,2.80985165
3.5342002,3.1017474,2.82076955
3.5302117749999997,3.10269205,2.83670055
