Main - E1,Main - E2,Main - E3
3.0522687888888886,4.1340103,3.9184071666666664
3.0365513722222226,4.1371555,3.9260425000000003
3.064261627777778,4.092021,3.913573583333333
3.070657672222222,4.115684,3.919785
3.0811692833333333,4.129786,3.9164209
3.073665455555556,4.1287723,2.190465966666667
3.0842474499999994,4.1274204,2.184789433333333
3.0811209777777777,4.1337366,2.1893616666666667
3.096464022222223,4.130746,2.1953819666666665
3.0946942833333337,4.134945,2.194028466666667
3.1014833,4.1381125,2.203954133333333
3.1175621111111114,4.1196685,2.1917013
3.1010670444444446,4.123782,2.2006821
3.11178735,4.1254897,2.2020619333333333
3.1150278,4.135709,2.2065697
3.1167551000000002,4.127514,2.2023910333333334
3.1185604500000004,4.123724,2.219818
3.1210746722222225,4.1415577,2.209395933333333
3.130213194444444,4.122141,2.2153926
3.1418603388888893,4.1202836,2.2140814666666664
3.139247316666667,4.10347,2.2124343
3.142784077777778,4.125321,2.2093557333333336
3.1439523166666667,4.1276717,2.2148689666666668
3.143659238888889,4.125914,2.2046569000000003
3.1685804500000003,4.114574,2.2161264666666667
3.1599364666666667,4.1122313,2.230544333333333
3.1688384333333333,4.164486,2.2155405666666668
3.1745696111111106,4.13076,2.213321633333333
3.1711390722222226,4.160555,2.221609233333333
3.1456048333333335,4.17544,2.2173394666666666
3.1545312666666665,4.185103,2.2137629333333333
3.1664815833333333,4.1468997,2.2171211333333334
3.163637233333333,4.1573176,2.210251533333333
3.1765633333333327,4.1609597,2.216267966666667
3.1796861333333335,4.202816,2.2218311666666666
3.170630416666667,4.18822,2.2168590666666668
3.182272916666667,4.1979833,2.223837
3.186307916666667,4.1794744,2.2207557
3.187234016666667,4.13376,2.2224618
3.1839077000000002,4.169359,2.221751333333333
3.194639,4.1996164,2.2232106333333337
3.1947639666666667,4.200556,2.2202586666666666
3.201886533333333,4.204453,2.228252633333333
3.204726583333333,4.20794,2.222744833333333
3.190726,4.1661158,2.2287581000000003
3.197604283333334,4.210278,2.223560833333333
3.2064428666666664,4.2020264,2.2228989
3.1975738833333334,4.206478,2.219334233333333
3.2003217833333335,4.208862,2.24295185
3.1991203833333333,4.186207,2.23849205
3.2029591500000003,4.217965,2.2416717
3.203446066666667,4.229898,2.2472351
3.1756399,4.22527,2.24930465
3.119186416666667,4.2150044,2.23956555
3.190920866666667,4.2136197,2.2542738
3.1922203333333337,4.2329783,2.2434494000000003
3.1912619833333333,4.254148,2.2436715
3.2030914833333335,4.212457,2.2574716500000003
3.2015230000000003,4.256087,2.25742855
3.212499916666667,,2.24493885
3.206266533333333,,2.25044645
3.2095514166666668,,2.2455887
3.2083953666666667,,2.26071405
3.2042427,,2.2631147
3.2103390333333337,,2.256752
3.1926536333333337,,2.260745
3.194089133333333,,2.2684758
3.1973751500000005,,2.2553774
3.204134666666667,,2.2761788
3.2055054666666667,,2.27185225
3.2020823166666665,,2.2628748
3.2032930333333334,,2.2679565
3.2084064,,2.27632895
3.214343433333333,,2.2774539000000003
3.2071750666666667,,2.27309145
3.21320585,,2.2727122
3.2029694833333338,,2.2671475
3.20139275,,2.26670755
3.199216116666667,,2.27063215
3.20070395,,2.2716809500000004
3.201855166666667,,2.2723808
3.1978431,,2.2805525
3.1925405,,2.276885
3.2035167333333336,,2.2724865000000003
3.1483758499999994,,2.27330875
3.1503022,,2.2778027
3.1415029333333337,,2.2705585
3.1393922333333335,,2.2734668
3.1420242666666667,,2.2730834
3.1337546999999994,,2.2670009
3.1276476333333334,,2.2822250000000004
3.1216299,,2.2750316
3.1287150333333336,,2.27181355
3.1195353000000003,,2.2688219
3.1194944999999996,,2.2714027000000003
3.11739965,,2.27681765
3.1127374333333333,,2.2844323
3.1076824999999997,,2.2753961
